attribute,BF_RUD,BF_RUD,BF_RUD,BF_INT,BF_INT,BF_INT,BF_ADV,BF_ADV,BF_ADV,CHH_RUD,CHH_RUD,CHH_RUD,CHH_INT,CHH_INT,CHH_INT,CHH_ADV,CHH_ADV,CHH_ADV,FC_RUD,FC_RUD,FC_RUD,FC_INT,FC_INT,FC_INT,FC_ADV,FC_ADV,FC_ADV,MSW_RUD,MSW_RUD,MSW_RUD,MSW_INT,MSW_INT,MSW_INT,MSW_ADV,MSW_ADV,MSW_ADV,MSL_RUD,MSL_RUD,MSL_RUD,MSL_INT,MSL_INT,MSL_INT,MSL_ADV,MSL_ADV,MSL_ADV,EMP_UN,EMP_UN,EMP_UN,EMP_AL,EMP_AL,EMP_AL,EMP_NAL,EMP_NAL,EMP_NAL
salient_info,vill%_s,vill%_f,distance,vill%_s,vill%_f,distance,vill%_s,vill%_f,distance,vill%_s,vill%_f,distance,vill%_s,vill%_f,distance,vill%_s,vill%_f,distance,vill%_s,vill%_f,distance,vill%_s,vill%_f,distance,vill%_s,vill%_f,distance,vill%_s,vill%_f,distance,vill%_s,vill%_f,distance,vill%_s,vill%_f,distance,vill%_s,vill%_f,distance,vill%_s,vill%_f,distance,vill%_s,vill%_f,distance,vill%_s,vill%_f,distance,vill%_s,vill%_f,distance,vill%_s,vill%_f,distance
505,48.84,61.11,40.25,11.63,13.39,40.25,39.53,25.5,40.25,33.72,30.88,40.25,45.35,43.86,40.25,20.93,25.26,40.25,63.37,84.15,40.25,2.91,1.46,40.25,33.72,14.39,40.25,19.77,19.65,40.25,10.47,18.3,40.25,69.77,62.05,40.25,2.91,2.98,40.25,13.95,21.64,40.25,83.14,75.38,40.25,15.7,12.11,40.25,55.23,76.55,40.25,29.07,11.35,40.25
506,25.93,36.77,32.31,37.04,42.48,32.31,37.04,20.75,32.31,43.21,26.96,32.31,33.33,44.47,32.31,23.46,28.57,32.31,80.25,95.16,32.31,0.0,0.37,32.31,19.75,4.47,32.31,34.57,28.7,32.31,35.8,46.83,32.31,29.63,24.47,32.31,1.23,0.75,32.31,11.11,29.07,32.31,87.65,70.19,32.31,28.4,21.37,32.31,43.21,69.69,32.31,28.4,8.94,32.31
507,58.24,49.34,51.28,26.37,36.56,51.28,15.38,14.1,51.28,34.07,38.99,51.28,48.35,38.0,51.28,17.58,23.02,51.28,96.7,98.68,51.28,0.0,0.0,51.28,3.3,1.32,51.28,52.75,44.27,51.28,36.26,48.57,51.28,10.99,7.16,51.28,0.0,1.98,51.28,13.19,21.26,51.28,86.81,76.76,51.28,27.47,27.42,51.28,40.66,65.31,51.28,31.87,7.27,51.28
508,92.45,91.85,79.11,1.89,4.49,79.11,5.66,3.67,79.11,22.01,33.38,79.11,45.91,29.14,79.11,32.08,37.48,79.11,94.97,98.1,79.11,3.77,0.63,79.11,1.26,1.26,79.11,33.96,42.54,79.11,58.49,52.47,79.11,7.55,4.99,79.11,14.47,37.42,79.11,39.62,41.59,79.11,45.91,20.99,79.11,9.43,15.49,79.11,85.53,81.98,79.11,5.03,2.53,79.11
509,58.71,81.54,45.99,6.45,8.68,45.99,34.84,9.78,45.99,54.84,24.61,45.99,34.19,45.14,45.99,10.97,30.25,45.99,46.45,87.76,45.99,2.58,3.17,45.99,50.97,9.07,45.99,16.77,31.8,45.99,51.61,46.11,45.99,31.61,22.09,45.99,1.29,2.27,45.99,11.61,42.03,45.99,87.1,55.7,45.99,14.84,12.89,45.99,43.23,80.25,45.99,41.94,6.87,45.99
510,71.35,87.06,35.51,7.81,7.46,35.51,20.83,5.48,35.51,33.33,23.59,35.51,44.79,45.09,35.51,21.88,31.32,35.51,67.71,89.04,35.51,7.81,6.68,35.51,24.48,4.28,35.51,31.77,38.2,35.51,28.65,28.6,35.51,39.58,33.19,35.51,7.29,8.4,35.51,43.75,51.72,35.51,48.96,39.87,35.51,9.9,7.93,35.51,72.92,89.04,35.51,17.19,3.03,35.51
511,76.47,86.22,32.6,18.82,11.13,32.6,4.71,2.65,32.6,18.24,17.31,32.6,48.82,47.94,32.6,32.94,34.75,32.6,90.59,85.98,32.6,7.65,13.55,32.6,1.76,0.47,32.6,5.88,21.44,32.6,45.29,37.4,32.6,48.82,41.17,32.6,4.71,4.18,32.6,24.12,45.41,32.6,71.18,50.41,32.6,33.53,16.14,32.6,51.18,80.8,32.6,15.29,3.06,32.6
512,71.01,73.39,30.9,15.94,21.2,30.9,13.04,5.41,30.9,24.64,23.83,30.9,46.38,46.2,30.9,28.99,29.97,30.9,78.26,88.16,30.9,14.49,10.82,30.9,7.25,1.02,30.9,18.84,26.02,30.9,59.42,42.98,30.9,21.74,30.99,30.9,4.35,11.55,30.9,27.54,41.23,30.9,68.12,47.22,30.9,10.14,8.63,30.9,82.61,90.64,30.9,7.25,0.73,30.9
513,90.7,94.29,26.91,5.81,4.9,26.91,3.49,0.82,26.91,23.26,23.66,26.91,39.53,46.27,26.91,37.21,30.07,26.91,59.3,69.46,26.91,38.37,30.3,26.91,2.33,0.23,26.91,10.47,18.3,26.91,47.67,46.97,26.91,41.86,34.73,26.91,5.81,6.29,26.91,29.07,39.28,26.91,65.12,54.43,26.91,6.98,8.28,26.91,93.02,91.14,26.91,0.0,0.58,26.91
514,66.99,70.18,35.48,30.1,27.0,35.48,2.91,2.83,35.48,39.81,32.75,35.48,46.6,49.61,35.48,13.59,17.64,35.48,76.7,74.37,35.48,22.33,25.44,35.48,0.97,0.19,35.48,29.13,35.19,35.48,31.07,23.98,35.48,39.81,40.84,35.48,6.8,6.92,35.48,22.33,39.77,35.48,70.87,53.31,35.48,7.77,8.19,35.48,90.29,90.94,35.48,1.94,0.88,35.48
515,77.59,82.87,31.95,6.9,8.48,31.95,15.52,8.65,31.95,44.25,34.02,31.95,45.4,48.03,31.95,10.34,17.95,31.95,60.92,74.99,31.95,20.69,17.42,31.95,18.39,7.59,31.95,20.11,32.73,31.95,31.61,18.48,31.95,48.28,48.79,31.95,1.15,5.94,31.95,29.31,41.97,31.95,69.54,52.09,31.95,16.67,10.24,31.95,60.92,80.93,31.95,22.41,8.83,31.95
516,63.2,72.79,40.9,14.72,16.75,40.9,22.08,10.46,40.9,54.55,45.14,40.9,38.53,40.32,40.9,6.93,14.54,40.9,36.8,69.62,40.9,3.03,3.56,40.9,60.17,26.82,40.9,31.6,49.44,40.9,10.39,9.9,40.9,58.01,40.67,40.9,1.73,15.97,40.9,26.41,43.88,40.9,71.86,40.15,40.9,19.91,8.59,40.9,63.64,87.11,40.9,16.45,4.3,40.9
517,50.92,61.61,35.97,14.76,9.8,35.97,34.32,28.59,35.97,48.71,46.86,35.97,39.48,37.94,35.97,11.81,15.2,35.97,59.04,63.79,35.97,1.11,3.37,35.97,39.85,32.84,35.97,29.89,35.91,35.97,28.41,21.49,35.97,41.7,42.6,35.97,4.8,7.99,35.97,26.94,25.0,35.97,68.27,67.01,35.97,23.62,21.34,35.97,16.24,31.66,35.97,60.15,47.0,35.97
520,57.52,45.23,42.61,7.96,19.69,42.61,34.51,35.08,42.61,63.27,56.47,42.61,28.32,31.5,42.61,8.41,12.04,42.61,36.73,57.9,42.61,0.88,0.49,42.61,62.39,41.61,42.61,6.64,24.56,42.61,31.86,15.44,42.61,61.5,60.0,42.61,0.0,1.07,42.61,20.35,10.78,42.61,79.65,88.14,42.61,29.2,35.79,42.61,8.41,29.22,42.61,62.39,34.99,42.61
521,30.7,29.22,37.54,16.28,31.69,37.54,53.02,39.09,37.54,75.35,63.1,37.54,21.4,26.52,37.54,3.26,10.38,37.54,34.42,56.68,37.54,0.93,2.33,37.54,64.65,41.0,37.54,18.14,29.83,37.54,18.6,12.89,37.54,63.26,57.28,37.54,0.47,3.21,37.54,14.42,20.38,37.54,85.12,76.41,37.54,13.95,12.19,37.54,47.44,63.66,37.54,38.6,24.15,37.54
522,33.84,60.36,42.99,14.65,18.07,42.99,51.52,21.57,42.99,69.7,50.86,42.99,28.28,41.37,42.99,2.02,7.77,42.99,40.4,75.38,42.99,0.0,1.22,42.99,59.6,23.4,42.99,26.77,45.38,42.99,27.27,20.05,42.99,45.96,34.57,42.99,0.51,6.55,42.99,11.11,39.39,42.99,88.38,54.06,42.99,12.63,6.8,42.99,46.46,79.49,42.99,40.91,13.71,42.99
523,83.33,91.24,33.24,2.9,7.01,33.24,13.77,1.75,33.24,42.75,31.24,33.24,41.3,49.71,33.24,15.94,19.05,33.24,66.67,74.31,33.24,22.46,24.23,33.24,10.87,1.46,33.24,26.09,25.99,33.24,37.68,39.64,33.24,36.23,34.38,33.24,0.0,6.79,33.24,26.81,37.88,33.24,73.19,55.33,33.24,8.7,5.33,33.24,81.16,93.36,33.24,10.14,1.31,33.24
524,75.25,82.72,36.62,12.87,14.5,36.62,11.88,2.78,36.62,31.68,30.39,36.62,52.48,51.34,36.62,15.84,18.27,36.62,71.29,72.99,36.62,17.82,25.22,36.62,10.89,1.79,36.62,14.85,14.2,36.62,32.67,30.49,36.62,52.48,55.31,36.62,1.98,0.99,36.62,23.76,32.87,36.62,74.26,66.14,36.62,18.81,16.98,36.62,70.3,81.73,36.62,10.89,1.29,36.62
525,89.47,89.06,35.61,6.58,9.35,35.61,3.95,1.58,35.61,39.47,36.23,35.61,46.05,46.51,35.61,14.47,17.26,35.61,85.53,85.77,35.61,7.89,13.44,35.61,6.58,0.79,35.61,9.21,11.99,35.61,40.79,36.23,35.61,50.0,51.78,35.61,11.84,5.4,35.61,42.11,60.47,35.61,46.05,34.12,35.61,18.42,13.44,35.61,75.0,85.11,35.61,6.58,1.45,35.61
526,72.13,76.94,38.86,14.75,19.93,38.86,13.11,3.13,38.86,54.1,46.38,38.86,36.89,45.72,38.86,9.02,7.91,38.86,79.51,91.52,38.86,4.1,4.45,38.86,16.39,4.04,38.86,20.49,26.94,38.86,33.61,26.94,38.86,45.9,46.13,38.86,4.1,10.71,38.86,57.38,65.4,38.86,38.52,23.89,38.86,31.15,18.12,38.86,56.56,78.58,38.86,12.3,3.29,38.86
527,3.83,9.16,45.2,28.96,59.81,45.2,67.21,31.03,45.2,72.13,56.85,45.2,24.59,32.18,45.2,3.28,10.96,45.2,30.05,66.94,45.2,0.0,1.7,45.2,69.95,31.36,45.2,8.2,12.45,45.2,3.83,7.62,45.2,87.98,79.93,45.2,0.0,1.15,45.2,0.0,7.62,45.2,100.0,91.23,45.2,27.87,31.63,45.2,37.7,59.38,45.2,34.43,8.99,45.2
528,17.86,16.3,56.84,14.29,23.4,56.84,67.86,60.3,56.84,70.24,59.82,56.84,24.4,31.52,56.84,5.36,8.66,56.84,67.26,89.01,56.84,0.6,0.48,56.84,32.14,10.51,56.84,34.52,39.04,56.84,1.19,1.97,56.84,64.29,58.99,56.84,0.0,0.24,56.84,0.0,0.78,56.84,100.0,98.99,56.84,28.57,40.12,56.84,22.62,46.21,56.84,48.81,13.67,56.84
529,12.0,7.35,76.84,17.33,19.12,76.84,70.67,73.53,76.84,69.33,59.76,76.84,25.33,32.09,76.84,5.33,8.16,76.84,90.67,89.71,76.84,0.0,1.07,76.84,9.33,9.22,76.84,68.0,73.66,76.84,1.33,1.2,76.84,30.67,25.13,76.84,0.0,0.13,76.84,1.33,0.8,76.84,98.67,99.06,76.84,65.33,64.17,76.84,6.67,20.86,76.84,28.0,14.97,76.84
530,2.34,6.41,54.18,3.12,20.8,54.18,94.53,72.79,54.18,81.25,73.42,54.18,18.75,22.2,54.18,0.0,4.38,54.18,5.47,54.73,54.18,19.53,13.29,54.18,75.0,31.98,54.18,1.56,4.93,54.18,10.16,5.71,54.18,88.28,89.37,54.18,0.0,0.16,54.18,0.0,1.95,54.18,100.0,97.89,54.18,33.59,20.09,54.18,17.19,71.23,54.18,49.22,8.68,54.18
531,7.69,24.03,44.39,15.38,39.66,44.39,76.92,36.3,44.39,57.69,61.5,44.39,42.31,34.11,44.39,0.0,4.39,44.39,15.38,62.27,44.39,5.13,7.88,44.39,79.49,29.84,44.39,5.13,18.86,44.39,8.97,13.7,44.39,85.9,67.44,44.39,0.0,6.07,44.39,3.85,21.96,44.39,96.15,71.96,44.39,43.59,36.18,44.39,37.18,60.47,44.39,19.23,3.36,44.39
555,87.83,88.54,36.02,1.74,0.87,36.02,10.43,10.59,36.02,45.22,40.24,36.02,41.74,42.78,36.02,13.04,16.97,36.02,80.87,86.79,36.02,11.3,7.79,36.02,7.83,5.42,36.02,13.91,16.8,36.02,33.91,35.61,36.02,52.17,47.59,36.02,2.61,0.87,36.02,11.3,19.86,36.02,86.09,79.27,36.02,26.09,30.62,36.02,58.26,62.99,36.02,15.65,6.39,36.02
556,96.72,99.33,30.21,0.0,0.0,30.21,3.28,0.67,30.21,39.34,35.27,30.21,37.7,39.77,30.21,22.95,24.96,30.21,96.72,99.17,30.21,1.64,0.67,30.21,1.64,0.17,30.21,4.92,7.15,30.21,39.34,29.78,30.21,55.74,63.06,30.21,0.0,0.67,30.21,11.48,12.98,30.21,88.52,86.36,30.21,37.7,31.11,30.21,44.26,61.06,30.21,18.03,7.82,30.21
557,98.46,99.22,35.3,0.0,0.0,35.3,1.54,0.78,35.3,40.0,32.25,35.3,49.23,44.96,35.3,10.77,22.79,35.3,98.46,97.98,35.3,0.0,1.71,35.3,1.54,0.31,35.3,15.38,16.43,35.3,32.31,44.03,35.3,52.31,39.53,35.3,1.54,1.24,35.3,10.77,26.51,35.3,87.69,72.25,35.3,32.31,33.33,35.3,56.92,63.1,35.3,10.77,3.57,35.3
558,100.0,99.31,34.84,0.0,0.0,34.84,0.0,0.69,34.84,12.07,16.93,34.84,44.83,40.24,34.84,43.1,42.83,34.84,87.93,85.15,34.84,10.34,14.51,34.84,1.72,0.35,34.84,8.62,10.71,34.84,34.48,34.54,34.84,56.9,54.75,34.84,0.0,0.0,34.84,3.45,6.39,34.84,96.55,93.61,34.84,48.28,49.05,34.84,32.76,44.39,34.84,18.97,6.56,34.84
559,98.78,98.28,26.0,0.0,0.49,26.0,1.22,1.23,26.0,36.59,33.5,26.0,32.93,36.33,26.0,30.49,30.17,26.0,93.9,98.03,26.0,3.66,0.74,26.0,2.44,1.23,26.0,14.63,20.81,26.0,29.27,28.94,26.0,56.1,50.25,26.0,2.44,1.85,26.0,12.2,13.55,26.0,85.37,84.61,26.0,19.51,16.01,26.0,73.17,81.65,26.0,7.32,2.34,26.0
560,90.0,97.98,22.71,3.33,0.51,22.71,6.67,1.52,22.71,35.0,42.5,22.71,38.33,34.06,22.71,26.67,23.44,22.71,93.33,98.48,22.71,1.67,0.51,22.71,5.0,1.01,22.71,0.0,6.24,22.71,21.67,27.99,22.71,78.33,65.77,22.71,0.0,0.51,22.71,15.0,13.15,22.71,85.0,86.34,22.71,23.33,20.57,22.71,46.67,73.69,22.71,30.0,5.73,22.71
561,100.0,99.34,26.93,0.0,0.0,26.93,0.0,0.66,26.93,29.03,31.91,26.93,32.26,42.76,26.93,38.71,25.33,26.93,93.55,95.72,26.93,6.45,4.28,26.93,0.0,0.0,26.93,19.35,18.42,26.93,29.03,18.75,26.93,51.61,62.83,26.93,9.68,0.99,26.93,3.23,1.32,26.93,87.1,97.7,26.93,22.58,16.45,26.93,70.97,80.92,26.93,6.45,2.63,26.93
562,91.67,94.59,24.8,0.0,1.71,24.8,8.33,3.7,24.8,36.11,39.6,24.8,36.11,41.88,24.8,27.78,18.52,24.8,97.22,89.46,24.8,2.78,9.97,24.8,0.0,0.57,24.8,5.56,13.96,24.8,30.56,13.96,24.8,63.89,72.08,24.8,2.78,0.28,24.8,5.56,1.71,24.8,91.67,98.01,24.8,19.44,12.25,24.8,69.44,82.62,24.8,11.11,5.13,24.8
563,36.0,47.03,39.12,18.4,19.69,39.12,45.6,33.28,39.12,32.0,23.55,39.12,34.4,34.73,39.12,33.6,41.72,39.12,79.2,86.17,39.12,0.0,0.16,39.12,20.8,13.67,39.12,55.2,79.34,39.12,15.2,5.55,39.12,29.6,15.11,39.12,1.6,2.09,39.12,4.8,8.36,39.12,93.6,89.55,39.12,16.8,21.54,39.12,39.2,35.13,39.12,44.0,43.33,39.12
564,73.53,85.86,30.94,11.76,8.04,30.94,14.71,6.1,30.94,29.41,30.95,30.94,38.24,40.77,30.94,32.35,28.27,30.94,80.88,77.98,30.94,19.12,22.02,30.94,0.0,0.0,30.94,0.0,0.6,30.94,14.71,22.47,30.94,85.29,76.93,30.94,0.0,0.0,30.94,1.47,0.74,30.94,98.53,99.26,30.94,25.0,26.64,30.94,66.18,71.43,30.94,8.82,1.93,30.94
565,92.16,97.61,28.29,3.92,1.39,28.29,3.92,1.0,28.29,45.1,36.65,28.29,47.06,46.02,28.29,7.84,17.33,28.29,86.27,95.42,28.29,3.92,1.59,28.29,9.8,2.99,28.29,0.0,7.37,28.29,17.65,21.91,28.29,82.35,70.72,28.29,0.0,0.2,28.29,3.92,5.58,28.29,96.08,94.22,28.29,11.76,11.16,28.29,58.82,79.48,28.29,29.41,9.36,28.29
566,85.11,92.09,36.15,12.77,6.94,36.15,2.13,0.96,36.15,37.23,32.91,36.15,36.17,37.39,36.15,26.6,29.7,36.15,95.74,96.15,36.15,2.13,2.35,36.15,2.13,1.5,36.15,1.06,1.39,36.15,44.68,39.74,36.15,54.26,58.87,36.15,1.06,1.5,36.15,7.45,9.62,36.15,91.49,88.89,36.15,22.34,14.42,36.15,63.83,79.7,36.15,13.83,5.88,36.15
567,70.89,75.16,31.74,25.32,23.56,31.74,3.8,1.28,31.74,27.85,32.14,31.74,46.84,39.05,31.74,25.32,28.81,31.74,84.81,87.2,31.74,6.33,7.55,31.74,8.86,5.25,31.74,3.8,2.3,31.74,30.38,33.67,31.74,65.82,64.02,31.74,0.0,0.64,31.74,1.27,3.33,31.74,98.73,96.03,31.74,31.65,32.14,31.74,55.7,65.04,31.74,12.66,2.82,31.74
568,10.42,19.3,35.09,79.86,73.03,35.09,9.72,7.67,35.09,31.25,31.78,35.09,41.67,33.31,35.09,27.08,34.91,35.09,81.94,90.66,35.09,0.69,0.91,35.09,17.36,8.43,35.09,40.28,53.03,35.09,11.11,12.06,35.09,48.61,34.91,35.09,0.0,1.88,35.09,2.78,7.46,35.09,97.22,90.66,35.09,30.56,29.41,35.09,47.92,61.95,35.09,21.53,8.64,35.09
569,0.0,1.96,32.95,22.22,16.86,32.95,77.78,81.18,32.95,74.07,43.14,32.95,22.22,52.94,32.95,3.7,3.92,32.95,59.26,79.61,32.95,0.0,0.0,32.95,40.74,20.39,32.95,100.0,98.82,32.95,0.0,0.0,32.95,0.0,1.18,32.95,0.0,0.0,32.95,0.0,2.75,32.95,100.0,97.25,32.95,0.0,7.45,32.95,0.0,3.53,32.95,100.0,89.02,32.95
570,31.68,37.48,40.09,61.39,53.28,40.09,6.93,9.24,40.09,37.62,35.59,40.09,26.73,34.79,40.09,35.64,29.62,40.09,85.15,89.66,40.09,0.0,1.19,40.09,14.85,9.15,40.09,6.93,18.89,40.09,28.71,20.78,40.09,64.36,60.34,40.09,1.98,1.19,40.09,3.96,9.84,40.09,94.06,88.97,40.09,24.75,19.28,40.09,39.6,47.61,40.09,35.64,33.1,40.09
571,93.05,93.38,35.21,5.02,5.27,35.21,1.93,1.36,35.21,43.63,38.54,35.21,33.98,35.28,35.21,22.39,26.18,35.21,94.98,97.02,35.21,0.39,1.24,35.21,4.63,1.74,35.21,2.7,2.52,35.21,34.36,38.85,35.21,62.93,58.64,35.21,0.39,0.66,35.21,3.47,8.56,35.21,96.14,90.78,35.21,28.19,22.39,35.21,58.3,69.56,35.21,13.51,8.06,35.21
572,24.56,23.19,20.97,52.63,52.21,20.97,22.81,24.6,20.97,49.12,56.81,20.97,38.6,31.68,20.97,12.28,11.5,20.97,33.33,38.05,20.97,0.0,1.06,20.97,66.67,60.88,20.97,3.51,1.24,20.97,31.58,22.83,20.97,64.91,75.93,20.97,0.0,0.0,20.97,3.51,1.06,20.97,96.49,98.94,20.97,22.81,20.53,20.97,8.77,16.11,20.97,68.42,63.36,20.97
573,61.31,86.56,24.47,32.12,11.98,24.47,6.57,1.46,24.47,40.15,35.65,24.47,36.5,33.89,24.47,23.36,30.46,24.47,84.67,95.33,24.47,1.46,1.1,24.47,13.87,3.58,24.47,0.73,0.88,24.47,21.17,22.86,24.47,78.1,76.26,24.47,1.46,0.37,24.47,1.46,2.41,24.47,97.08,97.22,24.47,40.15,27.98,24.47,46.72,67.35,24.47,13.14,4.67,24.47
574,68.18,74.73,26.81,25.21,20.51,26.81,6.61,4.76,26.81,29.34,31.65,26.81,26.86,27.92,26.81,43.8,40.43,26.81,89.26,94.57,26.81,0.83,1.28,26.81,9.92,4.14,26.81,4.55,5.63,26.81,43.39,40.97,26.81,52.07,53.4,26.81,0.0,0.08,26.81,2.48,2.24,26.81,97.52,97.68,26.81,21.49,19.01,26.81,62.4,70.05,26.81,16.12,10.94,26.81
575,0.0,0.0,48.06,7.89,35.66,48.06,92.11,64.34,48.06,42.11,32.17,48.06,52.63,60.86,48.06,5.26,6.97,48.06,55.26,86.06,48.06,0.0,0.0,48.06,44.74,13.94,48.06,60.53,80.7,48.06,0.0,1.61,48.06,39.47,17.69,48.06,0.0,0.0,48.06,0.0,7.77,48.06,100.0,92.23,48.06,0.0,0.0,48.06,0.0,0.0,48.06,100.0,100.0,48.06
576,3.33,8.62,34.92,3.33,20.34,34.92,93.33,71.03,34.92,63.33,36.21,34.92,26.67,46.9,34.92,10.0,16.9,34.92,80.0,91.38,34.92,0.0,0.0,34.92,20.0,8.62,34.92,50.0,50.69,34.92,3.33,7.59,34.92,46.67,41.72,34.92,3.33,2.76,34.92,6.67,17.24,34.92,90.0,80.0,34.92,0.0,3.45,34.92,3.33,12.07,34.92,96.67,84.48,34.92
577,61.16,79.6,34.21,33.06,16.65,34.21,5.79,3.75,34.21,27.27,27.23,34.21,45.45,41.13,34.21,27.27,31.64,34.21,76.03,87.01,34.21,3.31,2.33,34.21,20.66,10.66,34.21,0.83,2.41,34.21,9.09,18.9,34.21,90.08,78.68,34.21,0.0,0.83,34.21,2.48,5.08,34.21,97.52,94.09,34.21,50.41,34.39,34.21,30.58,57.29,34.21,19.01,8.33,34.21
578,88.37,93.41,37.89,6.98,5.65,37.89,4.65,0.94,37.89,23.26,23.29,37.89,58.14,48.24,37.89,18.6,28.47,37.89,81.4,88.71,37.89,2.33,0.24,37.89,16.28,11.06,37.89,4.65,1.88,37.89,44.19,36.71,37.89,51.16,61.41,37.89,0.0,0.71,37.89,6.98,10.12,37.89,93.02,89.18,37.89,65.12,40.24,37.89,32.56,55.06,37.89,2.33,4.71,37.89
579,97.65,99.76,31.19,0.0,0.0,31.19,2.35,0.24,31.19,51.76,36.9,31.19,30.59,37.02,31.19,17.65,26.07,31.19,92.94,94.05,31.19,4.71,5.71,31.19,2.35,0.24,31.19,16.47,14.05,31.19,30.59,37.98,31.19,52.94,47.98,31.19,0.0,0.71,31.19,9.41,11.55,31.19,90.59,87.74,31.19,32.94,34.64,31.19,48.24,60.71,31.19,18.82,4.64,31.19
580,100.0,99.12,26.47,0.0,0.22,26.47,0.0,0.66,26.47,28.26,22.52,26.47,36.96,39.96,26.47,34.78,37.53,26.47,95.65,98.01,26.47,2.17,1.55,26.47,2.17,0.44,26.47,15.22,18.1,26.47,45.65,44.37,26.47,39.13,37.53,26.47,2.17,3.53,26.47,21.74,28.92,26.47,76.09,67.55,26.47,21.74,19.87,26.47,73.91,77.26,26.47,4.35,2.87,26.47
581,70.99,84.78,22.0,16.05,9.38,22.0,12.96,5.84,22.0,37.04,40.25,22.0,41.36,32.67,22.0,21.6,27.08,22.0,88.27,96.27,22.0,1.85,0.5,22.0,9.88,3.23,22.0,0.62,2.48,22.0,30.25,40.81,22.0,69.14,56.71,22.0,0.0,0.25,22.0,0.62,2.61,22.0,99.38,97.14,22.0,22.84,25.16,22.0,41.36,56.09,22.0,35.8,18.76,22.0
582,69.4,85.86,30.01,21.64,9.47,30.01,8.96,4.66,30.01,44.03,44.59,30.01,29.85,30.3,30.01,26.12,25.11,30.01,89.55,95.94,30.01,0.75,0.53,30.01,9.7,3.53,30.01,2.24,2.18,30.01,28.36,30.68,30.01,69.4,67.14,30.01,0.0,0.45,30.01,5.22,4.96,30.01,94.78,94.59,30.01,19.4,14.96,30.01,61.94,76.17,30.01,18.66,8.87,30.01
583,8.33,11.91,17.07,59.38,66.77,17.07,32.29,21.32,17.07,42.71,49.74,17.07,39.58,29.47,17.07,17.71,20.79,17.07,63.54,83.07,17.07,2.08,0.73,17.07,34.38,16.2,17.07,0.0,0.84,17.07,45.83,36.78,17.07,54.17,62.38,17.07,0.0,0.1,17.07,2.08,1.67,17.07,97.92,98.22,17.07,23.96,31.24,17.07,29.17,43.26,17.07,46.88,25.5,17.07
584,56.63,82.02,29.83,34.94,15.31,29.83,8.43,2.67,29.83,38.55,32.44,29.83,39.76,41.07,29.83,21.69,26.49,29.83,71.08,94.41,29.83,2.41,1.09,29.83,26.51,4.5,29.83,1.2,0.85,29.83,22.89,21.39,29.83,75.9,77.76,29.83,1.2,0.36,29.83,1.2,2.31,29.83,97.59,97.33,29.83,18.07,22.48,29.83,45.78,65.25,29.83,36.14,12.27,29.83
588,0.0,0.0,39.96,6.25,12.68,39.96,93.75,87.32,39.96,87.5,59.86,39.96,12.5,40.14,39.96,0.0,0.0,39.96,25.0,66.9,39.96,0.0,0.0,39.96,75.0,33.1,39.96,100.0,100.0,39.96,0.0,0.0,39.96,0.0,0.0,39.96,0.0,0.0,39.96,0.0,3.52,39.96,100.0,96.48,39.96,0.0,2.82,39.96,0.0,0.0,39.96,100.0,97.18,39.96
589,0.0,0.0,36.32,0.0,13.64,36.32,100.0,86.36,36.32,100.0,79.55,36.32,0.0,20.45,36.32,0.0,0.0,36.32,57.89,92.05,36.32,0.0,0.0,36.32,42.11,7.95,36.32,100.0,100.0,36.32,0.0,0.0,36.32,0.0,0.0,36.32,0.0,0.0,36.32,0.0,0.0,36.32,100.0,100.0,36.32,0.0,1.7,36.32,0.0,0.0,36.32,100.0,98.3,36.32
590,0.0,0.0,68.63,0.0,2.13,68.63,100.0,97.87,68.63,0.0,6.38,68.63,100.0,93.62,68.63,0.0,0.0,68.63,100.0,97.87,68.63,0.0,0.0,68.63,0.0,2.13,68.63,100.0,100.0,68.63,0.0,0.0,68.63,0.0,0.0,68.63,0.0,0.0,68.63,20.0,12.77,68.63,80.0,87.23,68.63,100.0,53.19,68.63,0.0,4.26,68.63,0.0,42.55,68.63
591,0.0,0.0,78.14,0.0,0.68,78.14,100.0,99.32,78.14,100.0,73.97,78.14,0.0,26.03,78.14,0.0,0.0,78.14,100.0,98.63,78.14,0.0,0.0,78.14,0.0,1.37,78.14,100.0,100.0,78.14,0.0,0.0,78.14,0.0,0.0,78.14,0.0,0.0,78.14,0.0,1.37,78.14,100.0,98.63,78.14,0.0,4.11,78.14,0.0,0.0,78.14,100.0,95.89,78.14
592,0.0,0.0,122.71,35.29,20.5,122.71,64.71,79.5,122.71,58.82,85.71,122.71,41.18,14.29,122.71,0.0,0.0,122.71,100.0,99.38,122.71,0.0,0.0,122.71,0.0,0.62,122.71,100.0,100.0,122.71,0.0,0.0,122.71,0.0,0.0,122.71,0.0,0.0,122.71,0.0,0.0,122.71,100.0,100.0,122.71,5.88,24.22,122.71,0.0,0.0,122.71,94.12,75.78,122.71
593,11.76,2.4,120.31,70.59,50.3,120.31,17.65,47.31,120.31,5.88,32.34,120.31,88.24,66.47,120.31,5.88,1.2,120.31,100.0,82.63,120.31,0.0,0.0,120.31,0.0,17.37,120.31,17.65,55.09,120.31,0.0,0.0,120.31,82.35,44.91,120.31,0.0,0.0,120.31,11.76,2.99,120.31,88.24,97.01,120.31,0.0,9.58,120.31,29.41,3.59,120.31,70.59,86.83,120.31
